job_title,company_name,job_source,job_type,address,job_description,job_posted_date,job_source_url
Procurement Desktop Defense Application,General Dynamics,LinkUp,,"Arlington, VA, 22201",% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Arlington Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees. To protect ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997641
Sr. Systems Administrator (Night Shift),General Dynamics,LinkUp,,"Springfield, VA, 22156",...  Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Springfield Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997616
Information Security Analyst,General Dynamics,LinkUp,,"Washington, DC, 20319",...  PLACE: 401K with company match Comprehensive health and wellness packages Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA DC ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997654
Mid Level Full Stack Java Developer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",. Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: USA VA Home Office (VAHOME) Additional Work Locations: COVID-19 Vaccination: GDIT does ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997665
Data Scientist,General Dynamics,LinkUp,,"Washington, DC, 20319",...  and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: USA VA Reston COVID-19 Vaccination ...,2023-03-28T21:59:27Z,https://www.adzuna.com/details/4006997529
Human Capital Consultant - REMOTE,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: USA VA Falls Church Additional Work Locations: COVID-19 Vaccination: GDIT does not have ...,2023-03-28T21:59:27Z,https://www.adzuna.com/details/4006997542
Senior QA Engineer,Komodo Health,LinkUp,,"New York, NY, 10007","...  in San Francisco, New York City, or Chicago with <strong>remote</strong> <strong>work</strong> options. What We Offer On top of our commitment to providing competitive, fair pay for all roles at Komodo Health, we're ...",2023-03-28T21:59:27Z,https://www.adzuna.com/details/4006997593
Senior to Mid-level Java / ReactJS Software Engineer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  location and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any ...,2023-03-28T21:59:27Z,https://www.adzuna.com/details/4006997555
IT Service Desk Program Manager,General Dynamics,LinkUp,,"San Antonio, TX, 78245",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:26Z,https://www.adzuna.com/details/4006997517
Data Engineer Senior,General Dynamics,LinkUp,,"Washington, DC, 20319",...  with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: USA VA Reston ...,2023-03-28T21:59:26Z,https://www.adzuna.com/details/4006997483
DMDC Cybersecurity Lead,General Dynamics,LinkUp,,"San Antonio, TX, 78245",...  learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA TX San Antonio ...,2023-03-28T21:59:25Z,https://www.adzuna.com/details/4006997422
"Sr. Systems Administrator TS/SCI Fort Smith, AR",General Dynamics,LinkUp,,"Fort Smith, AR, 72916",...  and certifications. Cutting-edge technology you can learn from. Rest and recharge with paid vacation and holidays. Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:25Z,https://www.adzuna.com/details/4006997403
Data Analytics Lead,General Dynamics,LinkUp,,"Washington, DC, 20319",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:24Z,https://www.adzuna.com/details/4006997342
Cloud Analytics Solutions Architect,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  background GDITFedHealthJobs Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Hybrid Work Location: USA MD Home Office (MDHOME) Additional Work Locations: COVID-19 ...,2023-03-28T21:59:24Z,https://www.adzuna.com/details/4006997347
Software Developer Full Performance - (TS/SCI w/Polygraph),General Dynamics,LinkUp,,"Herndon, VA, 20171",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:24Z,https://www.adzuna.com/details/4006997352
ETL Engineer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  Required: Less than 10% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location / Remote Additional Work Locations: Total Rewards at GDIT: Our benefits package for all US-based ...,2023-03-28T21:59:23Z,https://www.adzuna.com/details/4006997233
Counter People's Republic of China (PRC)'s Military-Civil Fusion Team Program Advisor,General Dynamics,LinkUp,,"Washington, DC, 20319",...  is strongly preferred. OpportunityOwned GDITLife Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations ...,2023-03-28T21:59:21Z,https://www.adzuna.com/details/4006997116
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Columbia, SC, 29240",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T21:59:21Z,https://www.adzuna.com/details/4006997071
Product Manager - Microsoft Project Solutions,Merck,Direct Employers,,"Columbia, SC, 29240",": Regular Relocation: No relocation VISA Sponsorship: No Travel Requirements: 10% Flexible Work Arrangements: Hybrid, On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: 1st - Day Valid Driving License: Yes ...",2023-03-28T21:59:21Z,https://www.adzuna.com/details/4006997077
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Columbia, SC, 29240",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T21:59:13Z,https://www.adzuna.com/details/4006996529
Contract Analyst I - Corporate Contracting Fully Remote/Hybrid/Onsite,Carillion Health System,LinkUp,,"Roanoke, VA, 24001","...  (Voluntary 403B) Comprehensive Medical, Dental, & Vision Benefits Flexible Work Arrangements/Schedules <strong>Remote</strong> <strong>Work</strong> Options Paid Time Off (accrued from day one) Onsite fitness studios ...",2023-03-28T21:59:08Z,https://www.adzuna.com/details/4006996118
Information Technology Manager I,State of California,LinkUp,,"Sacramento, CA, 94204",", restaurants, farmer's markets and the Golden 1 Arena. Our building has easy access to I-5, Highway 50 and Highway 80. <strong>Telework</strong> / <strong>Remote</strong> <strong>Work</strong> Information: This position has been designated ...  as eligible for <strong>telework</strong>. The position may require in-person attendance when requested. Minimum Requirements You will find the Minimum Requirements in the Class Specification. INFORMATION ...",2023-03-28T21:58:36Z,https://www.adzuna.com/details/4006992849
Senior Application Security Engineer (SAST),ORACLE,Direct Employers,,"Columbia, SC, 29240",...  • Understanding and appreciation of software application security • Experience working with geographically distributed teams What We'll Give You • Ability to work in a flexible <strong>work</strong> <strong>from</strong> <strong>home</strong> ...,2023-03-28T21:58:26Z,https://www.adzuna.com/details/4006992088
Operations Process Business Systems Analyst,Federal Reserve Bank,LinkUp,,"Minneapolis, MN, 55415",. This position qualifies for a hybrid working arrangement that supports <strong>remote</strong> <strong>work</strong> but requires regular 1day per week on-site attendance. This position does not sponsor/transfer any type ...,2023-03-28T21:57:45Z,https://www.adzuna.com/details/4006988595
Engineer I,The College Board,LinkUp,,"Reston, VA","...  for everyone, fertility benefits, <strong>remote</strong> <strong>work</strong> from anywhere in the country, medical/dental/vision/pet insurance, generous rewards compensation plan, and ongoing professional development ...",2023-03-28T21:57:26Z,https://www.adzuna.com/details/4006986749
Monitoring & Triage Security Engineer,Block,LinkUp,,"San Francisco, CA, 94118","...  leave Paid time off Learning and Development resources Paid Life insurance, AD&D. and disability benefits Perks such as <strong>WFH</strong> reimbursements and free access to caregiving, legal ...",2023-03-28T21:56:08Z,https://www.adzuna.com/details/4006979238
Director of Security (Remote),Vendavo,LinkUp,,"Denver, CO, 80208",) 27001 and National Institute of Standards and Technology (NIST) 800-32. Ability and willingness to travel periodically. THE BENEFITS Flexibility to <strong>work</strong> <strong>from</strong> <strong>home</strong> or in the office ...,2023-03-28T21:56:03Z,https://www.adzuna.com/details/4006978518
Senior Data Engineer,Northwestern Mutual,LinkUp,,"New York, NY, 10007","...  analysis, and test-driven development of machine learning systems and components. <strong>Telecommuting</strong> permitted 3 days per week. Salary $110,180-$157,400 per year. Minimum Requirements: Master ...",2023-03-28T21:55:42Z,https://www.adzuna.com/details/4006975657
"Manager, IT Service Management (Hybrid Work Schedule)",IEHP,LinkUp,,"Rancho Cucamonga, CA, 91730",...  approved for <strong>telecommute</strong> or hybrid work locations may periodically be required to report to IEHP's main campus for mandatory in-person meetings or for other business needs as determined ...,2023-03-28T21:55:37Z,https://www.adzuna.com/details/4006974981
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Providence, RI, 02940",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T21:54:54Z,https://www.adzuna.com/details/4006969349
Product Manager - Microsoft Project Solutions,Merck,Direct Employers,,"Providence, RI, 02940",": Regular Relocation: No relocation VISA Sponsorship: No Travel Requirements: 10% Flexible Work Arrangements: Hybrid, On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: 1st - Day Valid Driving License: Yes ...",2023-03-28T21:54:54Z,https://www.adzuna.com/details/4006969404
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Providence, RI, 02940",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T21:54:54Z,https://www.adzuna.com/details/4006969362
Senior Application Security Engineer (SAST),ORACLE,Direct Employers,,"Providence, RI, 02940",...  • Understanding and appreciation of software application security • Experience working with geographically distributed teams What We'll Give You • Ability to work in a flexible <strong>work</strong> <strong>from</strong> <strong>home</strong> ...,2023-03-28T21:54:53Z,https://www.adzuna.com/details/4006969298
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Salem, OR, 97311",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T21:54:52Z,https://www.adzuna.com/details/4006969167
